"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
792659	3289	3906	0	113104534	NATIONAL BANK & TRUST	145 WEST COLORADO STREET 	LA GRANGE	TX	789450310	051	2025-10-09T12:11:57
794149	19024	15257	0	111924282	COMMERCIAL NATIONAL BANK OF TEXARKANA	5515 SUMMERHILL ROAD 	TEXARKANA	TX	75503	041	2025-10-22T11:55:07
794345	13753	0	0	73912086	BLUE GRASS SAVINGS BANK	104 EAST MAYNE STREET 	BLUE GRASS	IA	52726	051	2025-10-27T12:44:06
794475	29268	703193	3193	265070529	EUREKA HOMESTEAD	1922 VETERANS MEMORIAL BOULEVARD 	METAIRIE	LA	70005	051	2025-10-27T18:01:13
794653	14853	14296	0	91914273	FIRST NATIONAL BANK AT SAINT JAMES, THE	202 FIRST AVENUE SOUTH 	SAINT JAMES	MN	56081	051	2025-10-03T15:34:09
795249	8522	0	0	73920874	FIRST STATE BANK	183 MAIN AVENUE NORTH 	BRITT	IA	50423	041	2025-10-20T10:20:38
795548	9047	0	13763	73921190	CITIZENS STATE BANK	117 WEST 1ST STREET 	MONTICELLO	IA	52310	051	2025-10-27T14:50:43
795959	18879	0	0	81501023	KENNETT TRUST BANK	917 FIRST STREET 	KENNETT	MO	63857	051	2025-10-13T16:39:49
795968	18053	0	0	121301028	BANK OF HAWAII	111 SOUTH KING STREET 	HONOLULU	HI	96813	031	2025-10-31T16:11:11
796152	17950	0	0	113123366	FIRST STATE BANK	200 NORTH BRAZOSPORT BLVD 	CLUTE	TX	77531	051	2025-10-29T18:10:00
796657	14952	0	0	101100786	LYON COUNTY STATE BANK, THE	902 MERCHANT STREET 	EMPORIA	KS	66801	051	2025-10-10T14:25:50
797140	10378	0	0	75903912	BANK OF NEW GLARUS, THE	501 1ST STREET 	NEW GLARUS	WI	53574	051	2025-10-27T10:52:35
797775	30052	0	4639	221271359	BLUE FOUNDRY BANK	19 PARK AVENUE 	RUTHERFORD	NJ	07070	041	2025-10-30T15:06:38
798512	2682	8830	0	42103826	FIRST NATIONAL BANK OF BROOKSVILLE, THE	105 LOCUST STREET 	BROOKSVILLE	KY	41004	051	2025-10-24T14:00:12
799751	5249	6417	0	91902065	MINNESOTA NATIONAL BANK	131 12TH STREET SOUTH 	SAUK CENTRE	MN	56378	041	2025-10-28T11:51:42
799854	3144	5276	0	111304637	CITY NATIONAL BANK OF COLORADO CITY, THE	228 ELM 	COLORADO CITY	TX	795126321	051	2025-10-30T20:38:04
799939	11716	0	0	71113434	HARTSBURG STATE BANK	101 NORTH 2ND STREET 	HARTSBURG	IL	62643	051	2026-01-20T11:17:12
799948	3896	11312	0	84106027	FIRST NATIONAL BANK OF COMMERCE	206 WEST MAIN STREET 	WALNUT RIDGE	AR	72476	051	2025-10-27T12:38:05
800134	9079	0	14315	71905082	HARVARD STATE BANK, THE	33 NORTH AYER STREET 	HARVARD	IL	60033	051	2025-10-23T15:32:38
800442	12207	0	0	84201524	BANK OF WINONA	312 NORTH APPLEGATE STREET 	WINONA	MS	38967	051	2025-10-28T12:53:57
800479	29061	0	2844	253171524	TARBORO SAVINGS BANK, SSB	2100 MAIN STREET 	TARBORO	NC	27886	051	2025-10-24T10:09:07
800853	19904	0	0	107001261	CENTINEL BANK OF TAOS	512 PASEO DEL PUEBLO SUR 	TAOS	NM	87571	051	2025-10-31T15:24:47
801047	15271	0	0	75907497	FIRST STATE BANK	220 WEST WAUPACA STREET 	NEW LONDON	WI	54961	051	2025-10-29T10:32:57
801056	13883	0	0	101108380	FARMERS STATE BANK, THE	2074 EAST KANSAS AVENUE 	MCPHERSON	KS	67460	051	2025-10-24T16:12:05
801654	12315	0	0	113115235	FIRST STATE BANK, THE	420 WALNUT 	COLUMBUS	TX	789342455	051	2025-10-23T11:32:29
803256	1906	0	0	91209593	TRIUMPH STATE BANK	519 EAST MAIN 	TRIMONT	MN	56176	051	2026-01-15T15:20:10
803265	15442	0	0	111321827	ROBERT LEE STATE BANK	621 AUSTIN STREET 	ROBERT LEE	TX	76945	051	2025-10-23T14:04:18
803649	26760	0	13843	73921679	GREEN BELT BANK & TRUST	616 WASHINGTON AVENUE 	IOWA FALLS	IA	50126	051	2025-10-27T09:03:18
803658	1929	0	0	91210757	FARMERS STATE BANK OF TRIMONT	220 WEST MAIN STREET 	TRIMONT	MN	56176	051	2025-10-08T14:03:08
803957	8386	0	0	91309736	KODABANK	104 S. MAIN STREET 	DRAYTON	ND	58225	051	2025-10-09T15:00:51
804150	9747	0	0	91208222	VERGAS STATE BANK	106 EAST MAIN STREET 	VERGAS	MN	56587	051	2025-10-21T12:44:26
804338	17470	0	0	71922609	FIRST BANK CHICAGO	1835 FIRST STREET 	HIGHLAND PARK	IL	60035	051	2025-10-30T11:55:13
804374	27654	700057	57	311170276	HOME FEDERAL BANK	222 FLORIDA STREET 	SHREVEPORT	LA	71105	051	2026-01-29T12:31:02
804422	9986	0	0	51405395	FARMERS AND MERCHANTS BANK OF CRAIG COUNTY, THE	189 MAIN STREET 	NEW CASTLE	VA	24127	051	2025-10-20T16:06:19
804860	22657	0	0	114907633	CITIZENS STATE BANK	1709 GRANT STREET 	ROMA	TX	78584	041	2025-10-28T10:41:43
805045	10132	0	9819	73909507	EXCHANGE STATE BANK	823 WHEELER STREET 	AMES	IA	50010	051	2025-10-17T14:49:03
805250	14420	0	0	101102548	FNB BANK	202 EAST 11TH STREET 	GOODLAND	KS	67735	041	2025-10-22T11:36:46
805335	2145	0	12828	61103315	BANK OF MONTICELLO	141 EAST GREEN STREET 	MONTICELLO	GA	31064	041	2025-10-24T12:15:28
805755	5269	8476	0	91209755	FIRST NATIONAL BANK NORTH	600 MINNESOTA AVENUE WEST 	WALKER	MN	56484	041	2025-10-15T18:55:34
805876	30119	0	4779	231371605	PENNCREST BANK	1201 12TH STREET 	ALTOONA	PA	16601	051	2025-10-24T11:06:19
806846	12517	0	0	75902421	BANK FIVE NINE	155 WEST WISCONSIN AVENUE 	OCONOMOWOC	WI	53066	051	2025-10-29T14:48:59
806958	9737	0	0	91213673	MIDWEST BANK	613 HIGHWAY 10 EAST 	DETROIT LAKES	MN	56501	041	2026-02-06T15:05:53
807348	9523	0	0	75906304	BRISTOL MORGAN BANK	103 SOUTH MAIN STREET 	OAKFIELD	WI	53065	051	2025-10-29T12:27:23
807432	8028	0	13899	61206681	MOUNT VERNON BANK	101 SOUTH RAILROAD AVENUE 	VIDALIA	GA	30445	051	2025-10-24T09:25:12
807656	19679	0	0	103101330	CITIZENS BANK OF ADA	123 WEST 12TH STREET 	ADA	OK	74820	051	2025-10-27T15:57:40
807955	20241	15820	0	114903284	AMERICAN BANK, NATIONAL ASSOCIATION	800 NORTH SHORELINE BOULEVARD, SUITE 200 	CORPUS CHRISTI	TX	78401	051	2025-10-27T09:41:04
808260	1331	0	0	121108441	FARMERS & MERCHANTS BANK OF CENTRAL CALIFORNIA	121 WEST PINE STREET 	LODI	CA	95240	041	2025-10-29T13:13:24
808345	5820	0	9373	73900894	STATE CENTRAL BANK	612 FIRST STREET 	BONAPARTE	IA	52620	051	2025-10-29T18:33:28
808653	15306	0	0	91302720	TRUCOMMUNITY BANK	102 NORTH MAIN STREET 	GARRISON	ND	58540	051	2025-10-14T17:09:40
809070	27716	700165	165	265070671	MUTUAL SAVINGS AND LOAN ASSOCIATION	2900 CLEARVIEW PKY 	METAIRIE	LA	70006	051	2025-10-09T12:10:18
809276	32441	25160	0	244170877	UNITED MIDWEST SAVINGS BANK, NATIONAL ASSOCIATION	101 SOUTH MAIN ST 	DE GRAFF	OH	43318	051	2025-10-28T14:23:40
809379	29093	0	0	301271512	INVESTORS COMMUNITY BANK	522 WASHINGTON STREET 	CHILLICOTHE	MO	64601	051	2026-06-22T12:42:53
809650	3302	10476	0	111916588	TEXANA BANK, NATIONAL ASSOCIATION	124 EAST RUSH STREET 	LINDEN	TX	75563	041	2025-10-28T15:40:41
809771	28116	0	921	325171122	YAKIMA FEDERAL SAVINGS AND LOAN ASSOCIATION	118 EAST YAKIMA AVENUE 	YAKIMA	WA	98901	051	2025-10-30T15:27:36
810544	8511	0	15783	73902889	CRAWFORD COUNTY TRUST AND SAVINGS BANK	21 NORTH MAIN STREET 	DENISON	IA	51442	051	2025-10-27T14:35:57
811046	953	0	11653	73000642	BANKERS TRUST COMPANY	453 7TH STREET 	DES MOINES	IA	50309	041	2025-10-29T15:18:21
811457	3303	10598	0	111908758	FIRST NATIONAL BANK OF LIPAN, THE	101 EAST LIPAN ROAD 	LIPAN	TX	76462	041	2025-10-28T15:02:11
811541	284	0	0	83903661	AUBURN BANKING COMPANY	236 SUGAR MAPLE 	AUBURN	KY	42206	051	2025-10-27T11:27:23
811550	428	0	0	103112248	AMERICAN EXCHANGE BANK	510 WEST MAIN STREET 	HENRYETTA	OK	74437	051	2025-10-28T10:15:41
811747	15734	0	14078	91409788	SECURITY SAVINGS BANK	100 SOUTH WEST STREET 	CANTON	SD	57013	051	2025-10-27T14:41:04
812379	30166	0	12559	262287218	FIRST COMMUNITY BANK OF CULLMAN	420 2ND AVENUE SOUTHWEST 	CULLMAN	AL	35055	041	2025-10-29T09:54:46
812436	16666	0	0	71922175	ITASCA BANK & TRUST CO.	308 WEST IRVING PARK ROAD 	ITASCA	IL	60143	051	2025-10-29T18:45:55
812557	8941	0	0	91310864	BANK FORWARD	5650 37TH AVENUE SOUTH 	FARGO	ND	58104	051	2025-10-20T17:36:27
812614	10137	0	0	42103460	COMMERCIAL BANK OF GRAYSON, THE	208 EAST MAIN STREET 	GRAYSON	KY	41143	041	2025-10-23T13:31:10
813572	31121	0	6420	255072045	CECIL BANK	127 NORTH STREET 	ELKTON	MD	21921	041	2025-10-28T14:54:10
813853	5219	0	0	91917160	COMMUNITY RESOURCE BANK	1605 HERITAGE DRIVE 	NORTHFIELD	MN	55057	051	2025-10-27T10:24:38
814074	31127	706432	6432	262184515	FIRST FEDERAL BANK, A FSB	1300 MCFARLAND BOULEVARD, NORTHEAST 	TUSCALOOSA	AL	35406	041	2025-10-29T10:12:24
814355	10982	0	0	91211471	SECURITY STATE BANK OF OKLEE	FIRST & MAIN 	OKLEE	MN	56742	051	2025-10-24T12:02:43
814430	20234	15977	13121	66004367	CITY NATIONAL BANK OF FLORIDA	25 WEST FLAGLER STREET 	MIAMI	FL	33130	041	2026-05-14T22:39:45
814458	18660	0	0	114923976	CHARTER BANK	10502 LEOPARD STREET 	CORPUS CHRISTI	TX	784102621	051	2026-02-04T09:52:59
814476	30183	0	4903	231271006	MILLVILLE SAVINGS BANK	100 ALBERTSON STREET 	MILLVILLE	NJ	08332	041	2025-10-16T16:06:46
814551	9794	0	0	101206457	KEARNEY TRUST COMPANY	310 WEST HIGHWAY 92 	KEARNEY	MO	64060	051	2025-10-17T12:08:58
814711	8117	0	0	42107424	PBT BANCORP	524 MAIN STREET 	HAZARD	KY	41701	041	2025-10-29T14:51:10
815053	8569	0	0	101204954	GOPPERT FINANCIAL BANK	710 OAK 	LATHROP	MO	64465	051	2025-10-11T16:16:20
815147	8165	0	15036	72406865	HONOR BANK	2254 HENRY STREET 	HONOR	MI	49640	051	2025-10-30T14:08:50
815156	15728	24604	0	91303664	DAKOTA COMMUNITY BANK & TRUST, NATIONAL ASSOCIATION	609 MAIN STREET 	HEBRON	ND	58638	051	2025-10-28T12:25:48
815277	35497	0	52095	236074525	QUAINT OAK BANK	501 KNOWLES AVENUE 	SOUTHAMPTON	PA	18966	041	2025-10-30T12:34:56
815754	2327	0	0	103107839	LOCAL BANK	385 E MAIN ST 	HULBERT	OK	74441	051	2025-11-10T09:46:30
815772	28157	0	1016	242071033	CINCINNATUS SAVINGS AND LOAN COMPANY, THE	3300 HARRISON AVE 	CHEVIOT	OH	45211	051	2025-10-09T16:45:07
816256	4123	10566	0	103110046	FIRST NATIONAL BANK OF HOOKER, THE	119 NORTH BROADWAY 	HOOKER	OK	73945	051	2025-10-21T15:52:14
816304	90234	0	0	211372996	MARBLEHEAD BANK	21 ATLANTIC AVE 	MARBLEHEAD	MA	01945	051	2025-10-30T09:10:37
816603	23623	0	0	11500858	WASHINGTON TRUST COMPANY, OF WESTERLY, THE	23 BROAD ST 	WESTERLY	RI	02891	041	2025-10-29T16:03:26
816751	8946	0	0	91306315	KINDRED STATE BANK	411 ELM 	KINDRED	ND	58051	051	2025-10-16T15:03:32
817477	29121	0	2946	271171988	UNION SAVINGS BANK	223 WEST STEPHENSON STREET 	FREEPORT	IL	61032	051	2025-11-04T15:23:15
817824	6384	1316	0	43000096	PNC BANK, NATIONAL ASSOCIATION	222 DELAWARE AVENUE 	WILMINGTON	DE	19899	031	2025-10-30T14:52:52
818401	90235	0	16539	211370752	MAIN STREET BANK	81 GRANGER BOULEVARD 	MARLBOROUGH	MA	01752	051	2025-10-28T09:37:44
818540	4477	3455	15806	73904890	FIRST NATIONAL BANK OF MANNING, THE	401 MAIN STREET 	MANNING	IA	51455	041	2025-10-27T11:35:44
818559	8191	0	0	91912547	FIRST STATE BANK OF RED WING, THE	3209 SOUTH SERVICE DRIVE 	RED WING	MN	55066	051	2025-10-30T08:32:34
818652	14864	14302	0	114904461	STOCKMENS NATIONAL BANK IN COTULLA	206 NORTH MAIN STREET 	COTULLA	TX	78014	041	2025-10-24T10:51:56
819154	11932	0	0	111910160	FIRST SECURITY STATE BANK	307 3RD STREET 	CRANFILLS GAP	TX	76637	051	2025-10-28T16:41:11
819172	29975	0	4468	244171902	PEOPLES SAVINGS BANK, THE	10 MONUMENT SQUARE 	URBANA	OH	43078	051	2025-10-27T12:36:32
819453	9803	0	0	101904186	BANK OF ODESSA	301 WEST US 40 HIGHWAY 	ODESSA	MO	64076	041	2025-10-21T19:27:45
819556	8527	0	0	111102431	CONCORDIA BANK & TRUST COMPANY	904 CARTER STREET 	VIDALIA	LA	71373	051	2025-10-28T15:55:00
819855	19788	0	0	111316887	PEOPLES BANK	5820 82ND STREET 	LUBBOCK	TX	79424	051	2025-10-20T11:38:28
820048	1545	10408	0	73902274	FIRST NATIONAL BANK AMES, IOWA	5TH AND BURNETT AVENUE 	AMES	IA	50010	041	2025-10-10T16:05:50
820301	18237	0	8429	211174330	JEWETT CITY SAVINGS BANK	111 MAIN STREET BOX 335	JEWETT CITY	CT	06351	041	2025-10-20T09:07:04
820477	29980	704475	4475	271970299	MIDLAND FEDERAL SAVINGS AND LOAN ASSOCIATION	8929 SOUTH HARLEM AVENUE 	BRIDGEVIEW	IL	60455	051	2025-10-30T17:27:51
820842	9788	0	0	81914814	BLOOMSDALE BANK	55 MILL HILL ROAD 	BLOOMSDALE	MO	63627	051	2025-10-17T09:57:29
820879	29135	702969	2969	241271928	FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF VAN WERT, OH	679 FOX ROAD 	VAN WERT	OH	45891	051	2025-11-10T11:27:29
821036	18566	0	11022	71923404	PEOPLES BANK OF KANKAKEE COUNTY	315 MAIN STREET NW 	BOURBONNAIS	IL	60914	051	2025-10-28T17:35:01
821157	10236	0	0	91301048	GOOSE RIVER BANK, THE	44 WEST MAIN 	MAYVILLE	ND	58257	051	2026-01-28T09:02:28
821559	26755	0	13707	91971627	MINNESOTA FIRST CREDIT AND SAVINGS, INCORPORATED	1932 VIKING DRIVE NORTHWEST 	ROCHESTER	MN	55901	051	2025-10-21T14:55:42
821643	11343	0	10514	73911812	ASHTON STATE BANK	317 THIRD STREET 	ASHTON	IA	51232	041	2025-10-23T17:58:50
822042	5019	0	9655	72402283	SOUTHERN MICHIGAN BANK & TRUST	51 WEST PEARL STREET 	COLDWATER	MI	49036	041	2025-10-30T10:24:38
822051	10167	0	0	91204527	CITIZENS STATE BANK OF ROSEAU	118 MAIN AVENUE SOUTH 	ROSEAU	MN	56751	051	2025-10-23T12:10:37
822275	28213	701149	1149	211370406	WINTER HILL BANK, FSB	342 BROADWAY 	SOMERVILLE	MA	02145	051	2025-10-28T09:55:38
822556	20099	0	0	111903232	TEXAS EXCHANGE BANK	109 NORTH CROWLEY ROAD 	CROWLEY	TX	760362697	041	2025-10-30T17:45:43
822631	19796	0	17247	71108782	MIDLAND COMMUNITY BANK	112 MARKET STREET 	KINCAID	IL	62540	051	2025-10-03T16:19:06
823133	926	14418	0	71102487	PEOPLES NATIONAL BANK OF KEWANEE	207 NORTH TREMONT STREET 	KEWANEE	IL	61443	051	2026-01-06T12:45:45
823142	10804	0	0	81903715	DU QUOIN STATE BANK	15 EAST MAIN STREET 	DU QUOIN	IL	62832	041	2025-10-21T16:27:18
823450	17643	14786	0	112202123	FIRST NATIONAL BANK	414 10TH STREET 	ALAMOGORDO	NM	883106766	051	2025-10-27T09:47:16
823478	29147	0	2995	226072511	NORTHEAST COMMUNITY BANK	325 HAMILTON AVENUE 	WHITE PLAINS	NY	10601	051	2025-10-28T08:55:50
823553	17569	0	0	101108050	BANK OF DENTON, THE	510 MAIN STREET 	DENTON	KS	66017	051	2025-10-09T12:31:11
823638	15580	0	17511	61206843	FIRST BANK OF COASTAL GEORGIA	250 WEST BACON STREET 	PEMBROKE	GA	31321	051	2025-12-10T13:19:20
823656	9770	0	0	91206101	FIRST STATE BANK SOUTHWEST	202 EIGHTH AVENUE SOUTHEAST 	PIPESTONE	MN	56164	051	2025-10-14T16:50:08
824242	13774	0	13729	73912060	BENTON COUNTY STATE BANK	212 LOCUST STREET NORTHEAST 	BLAIRSTOWN	IA	52209	051	2025-10-10T14:20:52
824653	3161	4701	0	111906501	TEXAS HERITAGE NATIONAL BANK	107 WEBB STREET 	DAINGERFIELD	TX	75638	051	2026-04-30T16:20:06
824671	29995	0	4504	231374916	PHOENIXVILLE FEDERAL BANK AND TRUST	564 NUTT ROAD 	PHOENIXVILLE	PA	19460	051	2025-10-21T14:49:42
824738	3688	347	11616	71113984	FIRST NATIONAL BANK OF LACON	111 SOUTH BROAD 	LACON	IL	61540	051	2025-10-03T17:39:56
825146	18429	0	10842	71123204	MORTON COMMUNITY BANK	721 WEST JACKSON 	MORTON	IL	61550	041	2026-02-17T12:49:10
825454	8282	0	0	81513574	FIRST MISSOURI STATE BANK	2910 BARRON ROAD 	POPLAR BLUFF	MO	63901	041	2025-10-21T15:19:56
825548	1936	0	0	81509449	COMMUNITY STATE BANK OF MISSOURI	117 WEST CHURCH STREET 	BOWLING GREEN	MO	63334	051	2025-10-30T16:06:57
825753	16863	0	0	91016566	CITIZENS INDEPENDENT BANK	5000 WEST 36TH STREET 	SAINT LOUIS PARK	MN	55416	041	2025-10-29T17:01:07
825847	14195	0	0	73907729	FARMERS TRUST & SAVINGS BANK	101 NORTH MAIN STREET 	BUFFALO CENTER	IA	50424	051	2025-10-17T11:08:09
825940	2733	0	0	83904505	BANK OF BUFFALO	2441 GREENSBURG ROAD 	BUFFALO	KY	42716	051	2025-10-24T14:52:47
826451	2328	0	0	103103668	AMERICAN EXCHANGE BANK, LINDSAY, OKLAHOMA	402 SOUTH MAIN STREET 	LINDSAY	OK	73052	051	2025-10-28T13:01:00
826648	15772	0	0	73921873	MEDIAPOLIS SAVINGS BANK	605 MAIN STREET 	MEDIAPOLIS	IA	52637	051	2025-10-14T10:02:56
826956	9423	0	0	91302966	CHOICE FINANCIAL GROUP	4501 23RD AVENUE SOUTH 	FARGO	ND	58104	041	2025-10-30T10:06:01
827355	4598	3959	0	101201164	FIRST NATIONAL BANK OF NEVADA, THE	100 WEST WALNUT 	NEVADA	MO	64772	051	2025-10-21T12:29:42
827458	8637	0	0	91305280	DAKOTA WESTERN BANK	202 SOUTH MAIN STREET 	BOWMAN	ND	58623	051	2025-11-25T17:42:20
827560	25158	0	0	321381233	FINANCE FACTORS, LIMITED	1164 BISHOP STREET, SUITE 300 	HONOLULU	HI	96813	031	2025-10-24T19:22:15
828110	19978	15733	0	31201085	PENNSVILLE NATIONAL BANK, THE	170 SOUTH BROADWAY 	PENNSVILLE	NJ	08070	051	2025-10-30T09:31:24
828174	29164	703019	3019	261270831	FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF VALDOSTA	411 NORTH PATTERSON STREET 	VALDOSTA	GA	316014605	051	2025-10-23T08:18:08
828473	31184	706503	6503	231375151	CITIZENS SAVINGS BANK	500 SOUTH STATE STREET 	CLARKS SUMMIT	PA	18411	041	2025-10-29T08:59:56
828651	19220	0	0	107001232	ANB BANK	3033 EAST 1ST AVENUE 	DENVER	CO	80206	041	2025-10-30T11:00:04
829032	20215	0	55051	51501325	BCBANK, INC.	27 PIKE STREET 	PHILIPPI	WV	26416	051	2025-10-30T09:29:07
829041	15675	0	0	83907913	CITIZENS BANK & TRUST COMPANY	201 EAST MAIN STREET 	CAMPBELLSVILLE	KY	42718	051	2025-10-30T09:56:34
829050	4146	13770	0	103100250	BANK, NATIONAL ASSOCIATION, THE	201 EAST CARL ALBERT PARKWAY 	MCALESTER	OK	74501	051	2025-10-28T14:31:19
830113	13209	0	0	41212815	FORT JENNINGS STATE BANK, THE	120 NORTH WATER STREET 	FORT JENNINGS	OH	45844	051	2025-10-06T09:13:17
830252	15501	0	0	114911519	LYTLE STATE BANK OF LYTLE, TEXAS, THE	14631 S FM 2790 WEST 	LYTLE	TX	78052	051	2025-10-10T18:33:45
830355	4145	5052	0	103100218	FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER	235 EAST CHOCTAW 	MCALESTER	OK	74501	051	2025-10-28T18:27:21
830542	1552	0	12483	73900742	CBI BANK & TRUST	301 IOWA AVENUE 	MUSCATINE	IA	52761	051	2025-10-30T16:59:21
830645	11319	0	9391	71124821	LONGVIEW COMMUNITY BANK	130 SOUTH WASHINGTON STREET 	MOUNT PULASKI	IL	62548	051	2025-10-27T11:16:28
830748	12113	0	0	81913158	GERMANTOWN TRUST & SAVINGS BANK	205 GERMANTOWN ROAD 	BREESE	IL	62230	051	2025-10-29T19:29:47
831008	18194	0	10540	211170208	ASCEND BANK	1 PARK STREET BOX 369	GUILFORD	CT	06437	051	2026-07-05T17:28:58
831576	29177	0	0	284073785	BANKTENNESSEE	1125 WEST POPLAR 	COLLIERVILLE	TN	38017	051	2025-10-30T19:22:11
831642	11228	0	0	75902337	FIRST CITIZENS STATE BANK	207 WEST MAIN STREET 	WHITEWATER	WI	53190	051	2025-10-17T09:38:02
831875	31197	706517	6517	242170280	FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION	655 MAIN STREET 	HAZARD	KY	41701	051	2025-10-30T12:17:00
831941	15590	0	0	83907887	TAYLOR COUNTY BANK	201 LEBANON AVENUE 	CAMPBELLSVILLE	KY	42718	051	2025-10-29T15:47:02
832528	2444	0	0	51502641	CLAY COUNTY BANK, INC.	150 MAIN STREET 	CLAY	WV	25043	051	2025-10-21T13:05:57
832546	14929	0	11332	72408290	WEST SHORE BANK	201 WEST LOOMIS STREET 	LUDINGTON	MI	49431	041	2025-10-30T19:20:24
833404	23286	0	12488	211370642	FALL RIVER FIVE CENTS SAVINGS BANK	79 NORTH MAIN STREET 	FALL RIVER	MA	02720	041	2026-03-12T16:28:42
833749	5335	0	0	75901561	WOODTRUST BANK	181 2ND STREET SOUTH 	WISCONSIN RAPIDS	WI	54494	051	2025-10-27T14:32:05
833851	8218	0	0	91905525	FIRST STATE BANK OF SWANVILLE	306 DEGRAFF AVENUE 	SWANVILLE	MN	56382	051	2025-10-22T15:28:40
834175	29186	0	0	264171432	LAWRENCEBURG FEDERAL BANK	118 W. GAINES STREET 	LAWRENCEBURG	TN	38464	051	2025-11-14T15:18:57
835079	28063	700827	827	242271969	COVINGTON SAVINGS AND LOAN ASSOCIATION, THE	117 N HIGH ST 	COVINGTON	OH	45318	051	2025-10-20T09:18:05
835257	9760	0	0	91915890	COMMUNITY BANK MANKATO	201 EAST MAIN STREET 	VERNON CENTER	MN	56090	051	2025-10-09T10:44:57
835378	30043	0	4618	271170154	BEARDSTOWN SAVINGS, S.B.	301 STATE STREET 	BEARDSTOWN	IL	62618	051	2025-10-22T12:53:57
835444	11310	0	0	81203318	BANK OF HERRIN, THE	101 SOUTH PARK AVENUE 	HERRIN	IL	62948	051	2025-11-10T12:33:36
835613	8121	0	0	42107657	SECURITY BANK AND TRUST COMPANY	1 WEST 2ND STREET 	MAYSVILLE	KY	41056	051	2025-10-16T13:40:05
835659	11465	0	0	101904225	TRI-COUNTY TRUST COMPANY	103 COMMERCE 	GLASGOW	MO	65254	051	2025-11-17T16:12:53
835743	8232	0	0	84201663	BANK OF HOLLY SPRINGS, THE	970 HIGHWAY 7 SOUTH 	HOLLY SPRINGS	MS	38635	051	2025-10-23T17:31:17
835770	29188	0	0	275970130	FOX VALLEY SAVINGS BANK	51 EAST FIRST STREET 	FOND DU LAC	WI	54935	051	2025-10-27T09:35:36
836656	4144	0	0	103105695	FARMERS AND MERCHANTS BANK	621 MAIN STREET 	MAYSVILLE	OK	73057	051	2025-10-21T13:06:05
836843	14843	0	10044	73901233	MIDWESTONE BANK	102 SOUTH CLINTON STREET 	IOWA CITY	IA	52240	041	2025-10-27T12:48:35
837046	13616	0	16259	73904502	CORYDON STATE BANK	201 WEST JACKSON 	CORYDON	IA	50060	051	2025-10-08T12:28:31
837149	14735	0	0	83902468	FIRST COMMUNITY BANK OF THE HEARTLAND, INC.	114 EAST JACKSON STREET 	CLINTON	KY	42031	051	2025-10-23T10:32:31
837158	4148	5252	0	103101754	FIRST NATIONAL BANK AND TRUST COMPANY OF MIAMI, THE	2 NORTH MAIN 	MIAMI	OK	74354	051	2025-10-30T16:48:38
837354	5270	6544	0	91901561	KEEN BANK, NATIONAL ASSOCIATION	101 N. STATE STREET 	WASECA	MN	56093	051	2025-10-23T17:59:46
837448	11674	0	13398	71109846	WARREN-BOYNTON STATE BANK	702 WEST ILLINOIS STREET 	NEW BERLIN	IL	62670	051	2025-10-09T11:13:40
837541	9259	0	0	81913556	FARMERS STATE BANK OF HOFFMAN	ROUTE 161 AND BROADWAY 	HOFFMAN	IL	62250	051	2025-10-20T11:49:15
837608	17797	707794	7794	211370736	ROLLSTONE BANK & TRUST	780 MAIN STREET 	FITCHBURG	MA	01420	051	2025-10-21T16:03:50
837653	3919	0	0	91310631	HEARTLAND STATE BANK	401 SECOND STREET 	EDGELEY	ND	58433	051	2025-10-22T15:41:29
837840	11446	0	0	84201676	UNITY BANK OF MISSISSIPPI	650 HIGHWAY 7 SOUTH 	HOLLY SPRINGS	MS	38635	051	2025-10-24T15:05:01
837952	26340	0	0	101104287	FLINT HILLS BANK	103 1/2 NORTH MAIN 	ESKRIDGE	KS	66423	051	2025-11-04T12:33:56
837970	27697	700133	133	265070545	FIFTH DISTRICT SAVINGS BANK	4000 GENERAL DEGAULLE DRIVE 	NEW ORLEANS	LA	70114	041	2025-10-22T10:15:35
838155	17174	0	0	91311009	PEOPLES STATE BANK, FAIRMOUNT, NORTH DAKOTA	201 MAIN AVENUE 	FAIRMOUNT	ND	58030	051	2025-10-28T16:56:05
839068	1497	0	0	114904775	SECURITY STATE BANK	1000 NORTH OAK STREET 	PEARSALL	TX	780613409	051	2025-10-10T14:36:36
839246	8775	0	0	83903098	BANK OF COLUMBIA	144 PUBLIC SQUARE 	COLUMBIA	KY	42728	051	2025-10-30T19:23:07
839255	16127	0	0	103012843	FNB COMMUNITY BANK	2911 SOUTH AIR DEPOT 	MIDWEST CITY	OK	73110	041	2025-11-04T15:55:31
839572	32242	708039	8039	242272324	LIBERTY SAVINGS BANK, F.S.B.	2251 ROMBACH AVENUE 	WILMINGTON	OH	45177	051	2025-10-29T16:19:10
